Product code,Product Name,Product Main Category,Product Sub Category,DEPARTMENT ,DESCRIPTION ,Video Link,Image 2,Catalogue ,Price 1 (Customer type 1),Price 2 ( Customer type 2),Price 3 ( Customer type 3)
YM2064,ECG CABLE 3 LEAD COMPACT GE YARAMED BCY3-121G,MEDICAL,MEDICAL CONSUMABLES,CARDIOLOGY,"ECG CABLE 3 LEAD COMPACT GE YARAMED BCY3-121G
 
 Overview 
 Trusted by professionals, the ECG CABLE 3 LEAD COMPACT GE YARAMED BCY3-121G is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG CABLE 3 LEAD COMPACT GE YARAMED BCY3-121G 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,400,650,
YM2065,ECG CABLE 3 LEAD COMPACT MINDRAY YARAMED BCY3-211G,MEDICAL,MEDICAL CONSUMABLES,CARDIOLOGY,"ECG CABLE 3 LEAD COMPACT MINDRAY YARAMED BCY3-211G
 
 Overview 
 Reliable and durable, the ECG CABLE 3 LEAD COMPACT MINDRAY YARAMED BCY3-211G supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG CABLE 3 LEAD COMPACT MINDRAY YARAMED BCY3-211G 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,400,650,
YM2066,ECG CABLE 3 LEAD COMPACT PHILIPS YARAMED BCY3-26IG,MEDICAL,MEDICAL CONSUMABLES,CARDIOLOGY,"ECG CABLE 3 LEAD COMPACT PHILIPS YARAMED BCY3-26IG
 
 Overview 
 The ECG CABLE 3 LEAD COMPACT PHILIPS YARAMED BCY3-26IG is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG CABLE 3 LEAD COMPACT PHILIPS YARAMED BCY3-26IG 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,400,650,
YM2067,ECG CLAMP ELECTRODE ADULT 4S BKZ-02 YARAMED,MEDICAL,MEDICAL CONSUMABLES,CARDIOLOGY,"ECG CLAMP ELECTRODE ADULT 4S BKZ-02 YARAMED
 
 Overview 
 The ECG CLAMP ELECTRODE ADULT 4S BKZ-02 YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG CLAMP ELECTRODE ADULT 4S BKZ-02 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1RJ2roSDEXn1bXGvaIuPPvHueL8gNjZk8/view?usp=sharing,,150,300,
YM2068,ECG CLAMP ELECTRODE ADULT NICKEL 4S BKZ-05 YARAMED,MEDICAL,MEDICAL CONSUMABLES,CARDIOLOGY,"ECG CLAMP ELECTRODE ADULT NICKEL 4S BKZ-05 YARAMED
 
 Overview 
 Reliable and durable, the ECG CLAMP ELECTRODE ADULT NICKEL 4S BKZ-05 YARAMED supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG CLAMP ELECTRODE ADULT NICKEL 4S BKZ-05 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,150,300,
YM2069,ECG CLAMP ELECTRODE ADULT NICKEL 4S K9203 YARAMED,MEDICAL,MEDICAL CONSUMABLES,CARDIOLOGY,"ECG CLAMP ELECTRODE ADULT NICKEL 4S K9203 YARAMED
 
 Overview 
 Reliable and durable, the ECG CLAMP ELECTRODE ADULT NICKEL 4S K9203 YARAMED supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG CLAMP ELECTRODE ADULT NICKEL 4S K9203 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,150,300,
YM2070,ECG CLAMP ELECTRODE PEDO NICKEL 4S K7201 YARAMED,MEDICAL,MEDICAL CONSUMABLES,CARDIOLOGY,"ECG CLAMP ELECTRODE PEDO NICKEL 4S K7201 YARAMED
 
 Overview 
 The ECG CLAMP ELECTRODE PEDO NICKEL 4S K7201 YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG CLAMP ELECTRODE PEDO NICKEL 4S K7201 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,150,300,
YM2071,ECG CLAMP ELECTRODE PEDO SILVER 4S K9201 YARAMED,MEDICAL,MEDICAL CONSUMABLES,CARDIOLOGY,"ECG CLAMP ELECTRODE PEDO SILVER 4S K9201 YARAMED
 
 Overview 
 Reliable and durable, the ECG CLAMP ELECTRODE PEDO SILVER 4S K9201 YARAMED supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG CLAMP ELECTRODE PEDO SILVER 4S K9201 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,150,300,
YM2072,ECG MACHINE 12CHANNEL ECG12 YARAMED,MEDICAL,MEDICAL EQUIPMENT,CARDIOLOGY,"ECG MACHINE 12CHANNEL ECG12 YARAMED
 
 Overview 
 The ECG MACHINE 12CHANNEL ECG12 YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG MACHINE 12CHANNEL ECG12 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1--E-8ed5RuMWhsV-q0zzmCtDhrkVGlYJ/view?usp=sharing,https://drive.google.com/file/d/1khk6Hkf9kKb5EFiry8o5bW2nZPC5VdMh/view?usp=sharing,4500,5000,
YM2073,ECG MACHINE 6CHANNEL ECG6 YARAMED,MEDICAL,MEDICAL EQUIPMENT,CARDIOLOGY,"ECG MACHINE 6CHANNEL ECG6 YARAMED
 
 Overview 
 The ECG MACHINE 6CHANNEL ECG6 YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG MACHINE 6CHANNEL ECG6 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1ITJSuSm5TRy9d-dyTaLglfi7CmPl1wKu/view?usp=sharing,,1800,2500,
YM2074,ECG SNAPCLIP 3MM10S VV16 10S YARAMED,MEDICAL,MEDICAL EQUIPMENT,CARDIOLOGY,"ECG SNAPCLIP 3MM10S VV16 10S YARAMED
 
 Overview 
 The ECG SNAPCLIP 3MM10S VV16 10S YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG SNAPCLIP 3MM10S VV16 10S YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,200,250,
YM2075,ECG SNAPCLIP 3MM 10S YARAMED VV05-B,MEDICAL,MEDICAL CONSUMABLES,CARDIOLOGY,"ECG SNAPCLIP 3MM 10S YARAMED VV05-B
 
 Overview 
 Reliable and durable, the ECG SNAPCLIP 3MM 10S YARAMED VV05-B supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG SNAPCLIP 3MM 10S YARAMED VV05-B 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1PqQZvkE6jQDC7MzGDWKzX3UsPFQ3aDri/view?usp=sharing,,200,250,
YM2076,ECG SNAPCLIP 4MM 10S VV15 YARAMED,MEDICAL,MEDICAL CONSUMABLES,CARDIOLOGY,"ECG SNAPCLIP 4MM 10S VV15 YARAMED
 
 Overview 
 Reliable and durable, the ECG SNAPCLIP 4MM 10S VV15 YARAMED supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG SNAPCLIP 4MM 10S VV15 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1PqQZvkE6jQDC7MzGDWKzX3UsPFQ3aDri/view?usp=sharing,,200,250,
YM2077,ECG SNAPCLIP 4MM 10S YARAMED VV05,MEDICAL,MEDICAL CONSUMABLES,CARDIOLOGY,"ECG SNAPCLIP 4MM 10S YARAMED VV05
 
 Overview 
 Trusted by professionals, the ECG SNAPCLIP 4MM 10S YARAMED VV05 is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG SNAPCLIP 4MM 10S YARAMED VV05 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1PqQZvkE6jQDC7MzGDWKzX3UsPFQ3aDri/view?usp=sharing,,200,250,
YM2078,ECG SNAPCLIP 4MM 10S YARAMED VV13B,MEDICAL,MEDICAL CONSUMABLES,CARDIOLOGY,"ECG SNAPCLIP 4MM 10S YARAMED VV13B
 
 Overview 
 Trusted by professionals, the ECG SNAPCLIP 4MM 10S YARAMED VV13B is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ECG SNAPCLIP 4MM 10S YARAMED VV13B 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1PqQZvkE6jQDC7MzGDWKzX3UsPFQ3aDri/view?usp=sharing,,200,250,
YM2079,ELDERLY CHAIR YARAMED (MN-BDC004),FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"ELDERLY CHAIR YARAMED (MN-BDC004)
 
 Overview 
 The ELDERLY CHAIR YARAMED (MN-BDC004) is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ELDERLY CHAIR YARAMED (MN-BDC004) 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,https://drive.google.com/file/d/1qo5rAKTMSo_LLbxLyLfu2e-XpA0Z6E42/view?usp=sharing,1800,1800,
YM2080,ELECTRICAL EXAMINATION BED 3 SECT YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"ELECTRICAL EXAMINATION BED 3 SECT YARAMED
 
 Overview 
 The ELECTRICAL EXAMINATION BED 3 SECT YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ELECTRICAL EXAMINATION BED 3 SECT YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1SEBghZjgZodN6FVe4Llr-O72McaLN7at/view?usp=sharing,,2500,2500,
YM2081,ELECTRICAL EXAMINATION COUCH 2 SECT CY-C107YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"ELECTRICAL EXAMINATION COUCH 2 SECT CY-C107YARAMED
 
 Overview 
 Reliable and durable, the ELECTRICAL EXAMINATION COUCH 2 SECT CY-C107YARAMED supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ELECTRICAL EXAMINATION COUCH 2 SECT CY-C107YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1YW1FyhOu66BWLvQXyFZE_bkGBUVl5jWB/view?usp=sharing,,2500,3000,
YM2082,ELECTRICAL EXAMINATION COUCH 2 SECT M812-1 YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"ELECTRICAL EXAMINATION COUCH 2 SECT M812-1 YARAMED
 
 Overview 
 Trusted by professionals, the ELECTRICAL EXAMINATION COUCH 2 SECT M812-1 YARAMED is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ELECTRICAL EXAMINATION COUCH 2 SECT M812-1 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,2000,2500,
YM2083,ELECTRICAL EXAMINATION COUCH 3 SECT CY-C108YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"ELECTRICAL EXAMINATION COUCH 3 SECT CY-C108YARAMED
 
 Overview 
 Trusted by professionals, the ELECTRICAL EXAMINATION COUCH 3 SECT CY-C108YARAMED is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ELECTRICAL EXAMINATION COUCH 3 SECT CY-C108YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,https://drive.google.com/file/d/1fsZatccn175bR_iu1c0tUNH-UOprktE0/view?usp=sharing,3500,4000,
YM2084,ELECTRICAL EXAMINATION COUCH 3 SECT F123 YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"ELECTRICAL EXAMINATION COUCH 3 SECT F123 YARAMED
 
 Overview 
 Reliable and durable, the ELECTRICAL EXAMINATION COUCH 3 SECT F123 YARAMED supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ELECTRICAL EXAMINATION COUCH 3 SECT F123 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,2500,3000,
YM2085,ELECTRIC TRACTION BED 4 SECT CY-C101 YARAMED,FURNITURE,MEDICAL FURNITURE ,EXAMINATION,"ELECTRIC TRACTION BED 4 SECT CY-C101 YARAMED
 
 Overview 
 Trusted by professionals, the ELECTRIC TRACTION BED 4 SECT CY-C101 YARAMED is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ELECTRIC TRACTION BED 4 SECT CY-C101 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,https://drive.google.com/file/d/1s8goIUPLEUKJaySmIHNUpFe6VVu9h4n7/view?usp=sharing,6500,8000,
YM2086,ENT DIAGNOSTIC SET WITH RECHARGER YARAMED,MEDICAL,MEDICAL EQUIPMENT,ENT,"ENT DIAGNOSTIC SET WITH RECHARGER YARAMED
 
 Overview 
 The ENT DIAGNOSTIC SET WITH RECHARGER YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ENT DIAGNOSTIC SET WITH RECHARGER YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,https://drive.google.com/file/d/1qYPA53Mju06IePd-BRpTSMqnyq5S7iWZ/view?usp=sharing,2500,3000,
YM2087,ENT HEADLAMP DUAL5W BATTERY YARAMED,MEDICAL,MEDICAL EQUIPMENT,ENT,"ENT HEADLAMP DUAL5W BATTERY YARAMED
 
 Overview 
 The ENT HEADLAMP DUAL5W BATTERY YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ENT HEADLAMP DUAL5W BATTERY YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1klLSqHUFyTI9aHFf5zpB9bate5ikvmMt/view?usp=sharing,https://drive.google.com/file/d/1LIY17-Fi2Q8269LalYPFuVDYt8okmL3e/view?usp=sharing,1200,1500,
YM2088,ENT UNIT (FULL SET) YARAMED,MEDICAL,MEDICAL EQUIPMENT,ENT,"ENT UNIT (FULL SET) YARAMED
 
 Overview 
 The ENT UNIT (FULL SET) YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ENT UNIT (FULL SET) YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1UmVmraWjzFUkMDRM3w4hrvcAJsH0pn97/view?usp=sharing,https://drive.google.com/file/d/1vvGxXohfqdvb8CfuSbIeokOaNZeIdpfT/view?usp=sharing,35000,35000,
YM2089,FINGER TIP PULSE OXIMETER PEDO K1 YARAMED,MEDICAL,MEDICAL EQUIPMENT,PEDIATRIC ,"FINGER TIP PULSE OXIMETER PEDO K1 YARAMED
 
 Overview 
 The FINGER TIP PULSE OXIMETER PEDO K1 YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model FINGER TIP PULSE OXIMETER PEDO K1 YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",https://drive.google.com/file/d/1WZaGMqD9GdTpaNolyVCqWQ628RJHvV7v/view?usp=sharing,https://drive.google.com/file/d/11o7gO1HKWXBe4EJvXKIg0WDD1_LqPKXo/view?usp=sharing,https://drive.google.com/file/d/1K7_xbvNMXfVuPRzb9l3Wt-cEyi6NzsGx/view?usp=sharing,,,
YM2090,FINGER TIP PULSE OXIMETER YM 81C YARAMED,MEDICAL,MEDICAL EQUIPMENT,EMERGENCY,"FINGER TIP PULSE OXIMETER YM 81C YARAMED
 
 Overview 
 The FINGER TIP PULSE OXIMETER YM 81C YARAMED is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model FINGER TIP PULSE OXIMETER YM 81C YARAMED 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1Drpxw77FNWw1VZopyt95pwi-CJV1VgXa/view?usp=sharing,https://drive.google.com/file/d/1RZ-FsZG2s7yp37SYqjTZ0B_2qL-z-w5X/view?usp=sharing,,,
